Id,Text
92,"As a researcher, I want to have the ability to search for files by file type and format."
93,"As a researcher,  I want to have the ability to bulk upload directories and files with minimal effort."
94,"As a researcher, I want to associate meta data to the group as a whole at some point in time after the bulk upload has completed, so that I have a period of time to reflect on suitable values for the meta data."
95,"As a user,  I want to have the ability to change the sharing and ownership of multiple files."
96,"As a researcher,  I want to have the ability to restrict the data I share to certain researchers or groups of researchers."
97,"As a researcher,  I want to have the ability to locate and access data that colleagues want to share."
98,"As a researcher,  I want to have the ability to interact with a revision control system so that I can keep track of changes to files over time."
99,"As a JuniorResearcher,  I want to have the ability to harvest knowledge from within the group, so that I can learn from more experienced researchers."
100,"As a researcher, I want to secure remote access to the Neurohub node when working away from the laboratory"
101,"As a researcher, I want to have a group-level repository for sharing papers/reviews/comments with other researchers."
102,"As a researcher, I want to have the details of the workflow plan as well as the execution history and results recorded in Neurohub while executing a workflow"
